redVarietal,isVQA,subCategory/description,subCategory/id,consumerRating,featured/0,_isLimitedTimeOffer,regularPrice,isCraft,isDraft,promotionStartDate,whiteVarietal,tastingDescription,_promotionStartDate,_all_featured/0,_all_featured/1,promotionEndDate,sku,isLimitedTimeOffer,_featured/0,image,availableUnits,last_updated,subRegion,unitSize,upc/0,_blacklist,volume,name,style,countryName,isBCCraft,region,status,statusCode,color,grapeType,_regularPrice,isOrganic,storeCount,nameSuffix,alcoholPercentage,productCategory,isExclusive,all_featured/0,all_featured/1,restrictionCode,productSubCategory,namePrefix,countryCode,isOntarioVQA,class/description,class/id,productType,isKosher,_whitelist,inventoryCode,currentPrice,sweetness,isNew,all_promotions/0/urlAlias,all_promotions/0/name,all_promotions/0/promoCode,all_promotions/0/published,all_promotions/0/shortName,promotions/0/urlAlias,promotions/0/name,promotions/0/promoCode,promotions/0/published,promotions/0/shortName,nameSanitized,isBCVQA,_currentPrice,_promotionEndDate,votes,category/description,category/id,upc/1,upc/2,upc/3,upc/4,all_promotions/0,promotions/0,certificates/0,upc/5,upc/6,upc/7,upc/8,upc/9,upc/10,upc/11,upc/12,upc/13,upc/14,_all_featured/2,all_featured/2,upc/15,upc/16,upc/17,upc/18,upc/19,is_special_release,availability_override,upc/20,upc/21,upc/22,certificates/1
Bordeaux Blend,,France Wine,1037,0,,,20000,,,,,"The 2015 Duclot Bordeaux Collection Case contains one bottle each of the following exceptional wines: Ausone, Cheval Blanc, Pétrus, Margaux, Lafite Rothschild, Mouton Rothschild, Haut-Brion, La Mission Haut-Brion and d’Yquem. 
",,,,,612754,,,http://www.bcliquorstores.com/files/612754.jpeg,2,4/4/2019 18:10,Other,9,,FALSE,0.75,CAISSE DUCLOT COLLECTION 2015 (9 BOTTLES),,France,FALSE,Bordeaux,2,2,RED,BORDEAUX BLEND,20000,FALSE,1,CAISSE DUCLOT COLLECTION 2015 (9 BOTTLES),13,,FALSE,,,SU,,,FR,,France Red Wine,1152,Red Wine,FALSE,FALSE,0,20000,NA,FALSE,,,,,,,,,,,caisse duclot collection 2015 (9 bottles),,20000,,0,Wine,1005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other Blend,,Spain Wine,1051,3.3,,,19.99,,,,,"93 Points, James Suckling - ""Quite a discreet nose with notes of caramel and cocoa powder, but this has plenty of power and structure on the palate. The dry tannins build on the long, driving finish. Better from 2019 and probably has another decade in it after that."" (August 2018)
",,BCL Select,,,140489,,,http://www.bcliquorstores.com/files/140489.jpeg,800,4/4/2019 18:10,,1,6.2699E+11,FALSE,0.75,CALATYUD GARNACHA TEMPRANILLO - SAN GREGORIO LOMA GORDA 2013,,Spain,FALSE,Other Spain North,2,2,RED,OTHER BLEND,19.99,FALSE,66, SAN GREGORIO LOMA GORDA 2013,15,,TRUE,BCL Select,,C,,CALATYUD GARNACHA TEMPRANILLO ,ES,,Spain Red Wine,1266,Red Wine,FALSE,FALSE,0,19.99,0,FALSE,,,,,,,,,,,calatyud garnacha tempranillo - san gregorio loma gorda 2013,,19.99,,10,Wine,1005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other Blend,,USA Wine,1052,3.2,,,11.97,,,,,"Inspired by a passion for coffee, Apothic’s winemaker has crafted an infusion like never before. Blended with intrigue, this limited release blend is infused with cold crew coffee. Apothic Brew contains less caffeine than a standard cup of decaf. Notes of red fruit and toasted oak combine with hints of cold brew for a well-balanced blend that captivates from the first pour. 
",,,,,210132,,,http://www.bcliquorstores.com/files/210132.jpeg,927,4/4/2019 18:10,Other,1,85000026861,FALSE,0.75,CALIFORNIA RED - APOTHIC BREW,,USA,FALSE,California,3,3,RED,OTHER BLEND,11.97,FALSE,96, APOTHIC BREW,13.5,,FALSE,,,SR,,CALIFORNIA RED ,US,,USA Red Wine,1276,Red Wine,FALSE,FALSE,0,11.97,0,FALSE,,,,,,,,,,,california red - apothic brew,,11.97,,51,Wine,1005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other Blend,,USA Wine,1052,3,,,15.49,,,,,"The Apothic blend continues but in this case is an unusual combo of Petite Sirah and Pinot Noir grapes as Apothic Crush. Red fruit flavours, caramel and chocolate mingle with an easy-going palate that is luscious and smooth. This will work very well as a chilled red if you wish, with the hockey game or try with BBQ ribs, pizza or pasta.
",,,,,496471,,,http://www.bcliquorstores.com/files/496471.jpeg,3781,4/4/2019 18:10,Other,1,85000023488,FALSE,0.75,CALIFORNIA RED - APOTHIC CRUSH,,USA,FALSE,California,2,2,RED,OTHER BLEND,15.49,FALSE,186, APOTHIC CRUSH,14.5,,FALSE,,,G,,CALIFORNIA RED ,US,,USA Red Wine,1276,Red Wine,FALSE,FALSE,0,15.49,2,FALSE,,,,,,,,,,,california red - apothic crush,,15.49,,127,Wine,1005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other Blend,,USA Wine,1052,3.2,,,15.49,,,,,"A blend of seven dark grape varieties reveal rich layers of flavor and texture. Flavours of black cherry and blackberry that seamlessly meld with espresso and dark chocolate. The smooth mouthfeel creates a full finish that haunts the palate.
",,,,,852566,,,http://www.bcliquorstores.com/files/852566.jpeg,6712,4/4/2019 18:10,Other,1,85000021545,FALSE,0.75,CALIFORNIA RED - APOTHIC DARK,,USA,FALSE,California,2,2,RED,OTHER BLEND,15.49,FALSE,196, APOTHIC DARK,14,,FALSE,,,SR,,CALIFORNIA RED ,US,,USA Red Wine,1276,Red Wine,FALSE,FALSE,0,15.49,0,FALSE,,,,,,,,,,,california red - apothic dark,,15.49,,273,Wine,1005,85000022863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other Grape Variety,,USA Wine,1052,3.8,,,16.99,,,,,"Here we have the latest expression of Apothic that stays on trend with what is going on with red wines these days: letting them gain some character by being aged in whisky barrels. With the usual black fruit and juicy rich character in behind, we also can appreciate the notes of black cherry, maple and spice.
",,,,,861682,,,http://www.bcliquorstores.com/files/861682.jpeg,1721,4/4/2019 18:10,Other,1,85000024904,FALSE,0.75,CALIFORNIA RED - APOTHIC INFERNO,,USA,FALSE,California,2,2,RED,OTHER GRAPE VARIETY,16.99,FALSE,119, APOTHIC INFERNO,16,,FALSE,,,SR,,CALIFORNIA RED ,US,,USA Red Wine,1276,Red Wine,FALSE,FALSE,0,16.99,0,FALSE,,,,,,,,,,,california red - apothic inferno,,16.99,,105,Wine,1005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other Blend,,USA Wine,1052,3.4,Savvy Savings,TRUE,15.49,,,2019-04-01T00:00:00.000-07:00,,"Made from a blend of rich Zinfandel, smooth Merlot, flavourful Syrah and bold Cabernet Sauvignon, Apothic Red offers flavours of black cherry and rhubarb together with notes of mocha, vanilla and spice. It is medium- to full-bodied on the palate with soft tannins leading to a smooth finish. A wine made for pasta.
",2019-04-01T00:00:00.000-07:00,Savvy Savings,On Sale,2019-04-27T00:00:00.000-07:00,125617,TRUE,Savvy Savings,http://www.bcliquorstores.com/files/125617.jpeg,19205,4/4/2019 18:10,Other,1,85000017746,FALSE,0.75,CALIFORNIA RED - APOTHIC WINEMAKERS BLEND,,USA,FALSE,California,2,2,RED,OTHER BLEND,15.49,FALSE,197, APOTHIC WINEMAKERS BLEND,13.1,,FALSE,Savvy Savings,On Sale,SR,,CALIFORNIA RED ,US,,USA Red Wine,1276,Red Wine,FALSE,FALSE,0,13.49,2,FALSE,/promotion/2019-apr-savvy-savings,Savvy Savings - April,2019APRSAVVYSAVINGS,TRUE,Savvy Savings,/promotion/2019-apr-savvy-savings,Savvy Savings - April,2019APRSAVVYSAVINGS,TRUE,Savvy Savings,california red - apothic winemakers blend,,13.49,2019-04-27T00:00:00.000-07:00,1001,Wine,1005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other Blend,,USA Wine,1052,3.3,,,10.47,,,,,"A smooth blend of Tempranillo, Touriga, Zinfandel and Alicante Bouschet grapes this wine is a sipper or a match to everyday cuisine.
",,,,,121186,,,http://www.bcliquorstores.com/files/121186.jpeg,546,4/4/2019 18:10,Other,1,85000016848,FALSE,0.75,CALIFORNIA RED - BEAR FLAG SMOOTH RED,,USA,FALSE,California,3,3,RED,OTHER BLEND,10.47,FALSE,51, BEAR FLAG SMOOTH RED,13,,FALSE,,,SR,,CALIFORNIA RED ,US,,USA Red Wine,1276,Red Wine,FALSE,FALSE,0,10.47,0,FALSE,,,,,,,,,,,california red - bear flag smooth red,,10.47,,58,Wine,1005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other Blend,,USA Wine,1052,3.6,,,6.99,,,,,"Soft and fruity, this supple red offers berry notes and a juicy finish. Perfect to go with comfort foods, pizza night or with the bbq menu. Enjoy.",,BCL Select,,,161305,,,http://www.bcliquorstores.com/files/161305.jpeg,17,4/4/2019 18:10,Other,1,80720930023,FALSE,0.75,CALIFORNIA RED - BLOSSOM HILL,,USA,FALSE,California,3,3,RED,OTHER BLEND,6.99,FALSE,2, BLOSSOM HILL,12.5,,TRUE,BCL Select,,C,,CALIFORNIA RED ,US,,USA Red Wine,1276,Red Wine,FALSE,FALSE,0,6.99,0,FALSE,,,,,,,,,,,california red - blossom hill,,6.99,,40,Wine,1005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other Blend,,USA Wine,1052,4.2,,TRUE,17.99,,,2019-04-01T00:00:00.000-07:00,,"This easy drinking red is medium-bodied with boysenberry, tobacco and black pepper flavours. The wine has smooth tannins and luscious fruit and should age well into the future. It pairs well with steak, or Ahi tuna with a tomato-based sauce.
",2019-04-01T00:00:00.000-07:00,BCL Select,On Sale,2019-04-27T00:00:00.000-07:00,120176,TRUE,,http://www.bcliquorstores.com/files/120176.jpeg,1293,4/4/2019 18:10,Sonoma,1,98652840013,FALSE,0.75,CALIFORNIA RED - CLINE CELLARS FARMHOUSE,,USA,FALSE,California,2,2,RED,OTHER BLEND,17.99,FALSE,84, CLINE CELLARS FARMHOUSE,14,,TRUE,BCL Select,On Sale,C,,CALIFORNIA RED ,US,,USA Red Wine,1276,Red Wine,FALSE,FALSE,0,15.99,0,FALSE,,,,,,,,,,,california red - cline cellars farmhouse,,15.99,2019-04-27T00:00:00.000-07:00,21,Wine,1005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other Blend,,USA Wine,1052,4.1,,,24.99,,,,,"A rich, dark red, it offers aromas of ripe berries and plums, warmed by a hint of cocoa. Dried fruit and the taste of chocolate-covered cherries come through on the palate, while a wisp of smokiness makes this wine – created from dark red varietals including Zinfandel and Petite Sirah – the perfect complement to grilled meats and full-flavored dishes. Tannins are rounded out by the ripeness of the berries for a texturous but smooth mouth feel. The finish makes us think of lingering at the end of a long evening and still not wanting to go home, with layers of rich flavor that teasingly trail off.
",,,,,21998,,,http://www.bcliquorstores.com/files/21998.jpeg,2205,4/4/2019 18:10,Other,1,17224760108,FALSE,0.75,CALIFORNIA RED - CONUNDRUM 2015,,USA,FALSE,California,2,2,RED,OTHER BLEND,24.99,FALSE,119, CONUNDRUM 2015,14.9,,FALSE,,,SR,,CALIFORNIA RED ,US,,USA Red Wine,1276,Red Wine,FALSE,FALSE,0,24.99,0,FALSE,,,,,,,,,,,california red - conundrum 2015,,24.99,,106,Wine,1005,17224760122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other Blend,,USA Wine,1052,3.4,,,14.49,,,,,"Experience a wine as rich, soft and elegant as red velvet. The Red Velvet blend delivers over-the-top aromas of chocolate, deep dark blackberries and luscious red fruits that follow through to the palate. Enjoy with red meats, especially filet mignon!
",,,,,158196,,,http://www.bcliquorstores.com/files/158196.jpeg,3079,4/4/2019 18:10,Other,1,81308001258,FALSE,0.75,CALIFORNIA RED - CUPCAKE RED VELVET,,USA,FALSE,California,2,2,RED,OTHER BLEND,14.49,FALSE,177, CUPCAKE RED VELVET,13.5,,FALSE,,,SR,,CALIFORNIA RED ,US,,USA Red Wine,1276,Red Wine,FALSE,FALSE,0,14.49,1,FALSE,,,,,,,,,,,california red - cupcake red velvet,,14.49,,190,Wine,1005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other Blend,,USA Wine,1052,3.6,,TRUE,18.99,,,2019-04-01T00:00:00.000-07:00,,"A blend of the North Coast's best varieties, Merlot and Zinfandel, this wine pulls you in with a smoky, berry note and then jumps up with a smack of raspberry jam. The cooked red fruit palate is plush and leads to a long finish with silky tannin highlights.
",2019-04-01T00:00:00.000-07:00,On Sale,,2019-04-27T00:00:00.000-07:00,239384,TRUE,,http://www.bcliquorstores.com/files/239384.jpeg,2456,4/4/2019 18:10,Other,1,82100738533,FALSE,0.75,CALIFORNIA RED - DREAMING TREE CRUSH,,USA,FALSE,California,2,2,RED,OTHER BLEND,18.99,,181, DREAMING TREE CRUSH,13.5,,FALSE,On Sale,,SR,,CALIFORNIA RED ,US,,USA Red Wine,1276,Red Wine,,FALSE,0,16.99,1,FALSE,,,,,,,,,,,california red - dreaming tree crush,,16.99,2019-04-27T00:00:00.000-07:00,196,Wine,1005,82100780013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other Grape Variety,,USA Wine,1052,3.4,,TRUE,16.49,,,2019-04-01T00:00:00.000-07:00,,"On top we've got Zinfandel, a saucy tease that brings blackberry and raspberry jam to the relationship. Merlot, with its generous mouth feel and red fruits, fits perfectly in the middle. The rich flavours and firm tannins of Cabernet Sauvignon complete the trio.
",2019-04-01T00:00:00.000-07:00,On Sale,,2019-04-27T00:00:00.000-07:00,360883,TRUE,,http://www.bcliquorstores.com/files/360883.jpeg,2715,4/4/2019 18:10,Other,1,99988971099,FALSE,0.75,CALIFORNIA RED - FOLIE A DEUX MENAGE A TROIS,,USA,FALSE,California,2,2,RED,OTHER GRAPE VARIETY,16.49,FALSE,192, FOLIE A DEUX MENAGE A TROIS,13.5,,FALSE,On Sale,,SR,,CALIFORNIA RED ,US,,USA Red Wine,1276,Red Wine,FALSE,FALSE,0,15.49,0,FALSE,,,,,,,,,,,california red - folie a deux menage a trois,,15.49,2019-04-27T00:00:00.000-07:00,173,Wine,1005,99988071096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other Blend,,USA Wine,1052,4.2,,,9.97,,,,,"True to its name, Gnarly Head Authentic Black opens with brooding aromas of black cherry, black licorice and vanilla providing a powerful entree to this big, robust Petite Sirah-based blend. Dark and inky in the glass, concentrated flavors of boysenberry jam and dark chocolate are framed by hints of toasted marshmallow and baking spices on the finish.
",,BCL Select,,,5330,,,http://www.bcliquorstores.com/files/5330.jpeg,0,4/4/2019 18:10,Other,1,82242012843,TRUE,0.75,CALIFORNIA RED - GNARLY HEAD AUTHENTIC BLACK LODI,,USA,FALSE,California,4,4,RED,OTHER BLEND,9.97,,, GNARLY HEAD AUTHENTIC BLACK LODI,14.5,,TRUE,BCL Select,,C,,CALIFORNIA RED ,US,,USA Red Wine,1276,Red Wine,,FALSE,2,9.97,0,FALSE,,,,,,,,,,,california red - gnarly head authentic black lodi,,9.97,,55,Wine,1005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other Blend,,USA Wine,1052,4.3,,TRUE,14.99,,,2019-04-01T00:00:00.000-07:00,,"Fruit forward, juicy with good varietal and fruit character. The wines are consumer friendly and made to go with food menus and casual occasions. 
",2019-04-01T00:00:00.000-07:00,On Sale,,2019-04-27T00:00:00.000-07:00,236938,TRUE,,http://www.bcliquorstores.com/files/236938.jpeg,1541,4/4/2019 18:10,Other,1,85000027448,FALSE,0.75,CALIFORNIA RED - LONGSHOT,,USA,FALSE,California,3,3,RED,OTHER BLEND,14.99,FALSE,115, LONGSHOT,13.5,,FALSE,On Sale,,SR,,CALIFORNIA RED ,US,,USA Red Wine,1276,Red Wine,FALSE,FALSE,0,11.97,1,FALSE,,,,,,,,,,,california red - longshot,,11.97,2019-04-27T00:00:00.000-07:00,35,Wine,1005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other Blend,,USA Wine,1052,3.4,,,19.49,,,,,"Deep ruby colour, with hint of purple; forward aromas of cassis and black cherry, with underlying toast, spice and oak; soft and appealing on the palate - the wine is dry, and full-bodied, but with a generous fruit sweetness, low tannin and low acidity; blackcurrant and black cherry flavours persist on a medium finish.
",,,,,831412,,,http://www.bcliquorstores.com/files/831412.jpeg,2135,4/4/2019 18:10,Other,1,99988071294,FALSE,0.75,CALIFORNIA RED - MENAGE A TROIS MIDNIGHT RED,,USA,FALSE,California,2,2,RED,OTHER BLEND,19.49,FALSE,152, MENAGE A TROIS MIDNIGHT RED,13.5,,FALSE,,,SR,,CALIFORNIA RED ,US,,USA Red Wine,1276,Red Wine,FALSE,FALSE,0,19.49,0,FALSE,,,,,,,,,,,california red - menage a trois midnight red,,19.49,,58,Wine,1005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other Blend,,USA Wine,1052,4.3,,TRUE,45.99,,,2019-04-01T00:00:00.000-07:00,,"92 Points, Wine Spectator - ""Plump and appealingly gamy, with black raspberry, smoky beef and cracked pepper flavors that take on depth toward big but polished tannins. Grenache, Syrah and Petite Sirah. Drink now through 2023."" (July 2018)
",2019-04-01T00:00:00.000-07:00,On Sale,,2019-04-27T00:00:00.000-07:00,320051,TRUE,,http://www.bcliquorstores.com/files/320051.jpeg,1879,4/4/2019 18:10,Other,1,6.2699E+11,FALSE,0.75,CALIFORNIA RED - ORIN SWIFT ABSTRACT 2016,,USA,FALSE,California,2,2,RED,OTHER BLEND,45.99,FALSE,107, ORIN SWIFT ABSTRACT 2016,15.7,,FALSE,On Sale,,SR,,CALIFORNIA RED ,US,,USA Red Wine,1276,Red Wine,FALSE,FALSE,0,42.99,0,FALSE,,,,,,,,,,,california red - orin swift abstract 2016,,42.99,2019-04-27T00:00:00.000-07:00,68,Wine,1005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other Blend,,USA Wine,1052,3.2,,TRUE,16.49,,,2019-04-01T00:00:00.000-07:00,,"""An easy-going red wine from California, it is noteworthy for being: 1) USDA Organic Certified (vineyards and winery), 2) No Detectible Sulphites (under 10 PPM), 3) Gluten-Free, and 4) Vegan (contains no animal or dairy products)."" - Stephen Schiedel, Category Manager for Wines of Canada, USA & South America
",2019-04-01T00:00:00.000-07:00,On Sale,,2019-04-27T00:00:00.000-07:00,319004,TRUE,,http://www.bcliquorstores.com/files/319004.jpeg,1324,4/4/2019 18:10,Other,1,7.91785E+11,FALSE,0.75,CALIFORNIA RED - OUR DAILY RED ORGANIC VEGAN,,USA,FALSE,California,2,2,RED,OTHER BLEND,16.49,TRUE,97, OUR DAILY RED ORGANIC VEGAN,13,,FALSE,On Sale,,SR,,CALIFORNIA RED ,US,,USA Red Wine,1276,Red Wine,FALSE,FALSE,0,14.49,0,FALSE,,,,,,,,,,,california red - our daily red organic vegan,,14.49,2019-04-27T00:00:00.000-07:00,112,Wine,1005,,,,,,,Organic,,,,,,,,,,,,,,,,,,,,,,,
Other Blend,,USA Wine,1052,3.5,,TRUE,16.99,,,2019-04-01T00:00:00.000-07:00,,"This fruit-forward deep red blend is well-balanced with layers of dark cocoa, rich mocha, and vanilla bean notes.
",2019-04-01T00:00:00.000-07:00,On Sale,,2019-04-27T00:00:00.000-07:00,116421,TRUE,,http://www.bcliquorstores.com/files/116421.jpeg,1400,4/4/2019 18:10,Other,1,86003249011,FALSE,0.75,CALIFORNIA RED - RAVAGE DARK RED BLEND,,USA,FALSE,California,2,2,RED,OTHER BLEND,16.99,FALSE,90, RAVAGE DARK RED BLEND,13.5,,FALSE,On Sale,,SR,,CALIFORNIA RED ,US,,USA Red Wine,1276,Red Wine,FALSE,FALSE,0,14.99,0,FALSE,,,,,,,,,,,california red - ravage dark red blend,,14.99,2019-04-27T00:00:00.000-07:00,21,Wine,1005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other Blend,,USA Wine,1052,3.6,,,12.99,,,,,"This smooth red wine is beautifully balanced, rich and full-bodied. California's warm days during growing season allow for the grapes to develop robust, concentrated flavours of plum, cherries and black fruits. This wine is delicious on its own but is also a great match for grilled meats and tomato based pasta dishes.
",,BCL Select,,,131253,,,http://www.bcliquorstores.com/files/131253.jpeg,6716,4/4/2019 18:10,Other,1,82896002283,FALSE,0.75,CALIFORNIA RED - THE RAVE,,USA,FALSE,California,2,2,RED,OTHER BLEND,12.99,FALSE,168, THE RAVE,13.5,,TRUE,BCL Select,,C,,CALIFORNIA RED ,US,,USA Red Wine,1276,Red Wine,FALSE,FALSE,0,12.99,1,FALSE,,,,,,,,,,,california red - the rave,,12.99,,43,Wine,1005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other Blend,,USA Wine,1052,3.7,,TRUE,19.99,,,2019-04-01T00:00:00.000-07:00,,"Good old-fashioned, hand-made production. Luddites Unite is dark red blend, with opulent black fruit weaved throughout and accented with mocha and spice.
",2019-04-01T00:00:00.000-07:00,BCL Select,On Sale,2019-04-27T00:00:00.000-07:00,654699,TRUE,,http://www.bcliquorstores.com/files/654699.jpeg,14415,4/4/2019 18:10,Other,1,8.94509E+11,FALSE,0.75,CALIFORNIA RED - THE SHOW LUDDITES UNITE 2014,,USA,FALSE,California,2,2,RED,OTHER BLEND,19.99,FALSE,118, THE SHOW LUDDITES UNITE 2014,13.9,,TRUE,BCL Select,On Sale,C,,CALIFORNIA RED ,US,,USA Red Wine,1276,Red Wine,FALSE,FALSE,0,13.99,0,FALSE,,,,,,,,,,,california red - the show luddites unite 2014,,13.99,2019-04-27T00:00:00.000-07:00,28,Wine,1005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other Blend,,USA Wine,1052,3.1,,,9.77,,,,,"This 'untamed' Californian is unbelievably delicious and a great deal on the brand. Fantastic fruit essence with hints of wood and spice.
",,BCL Select,,,548917,,,http://www.bcliquorstores.com/files/548917.jpeg,0,4/4/2019 18:10,Other,1,87110900789,TRUE,0.75,CALIFORNIA RED - TOASTED HEAD UNTAMED,,USA,FALSE,California,4,4,RED,OTHER BLEND,9.77,FALSE,, TOASTED HEAD UNTAMED,13.5,,TRUE,BCL Select,,C,,CALIFORNIA RED ,US,,USA Red Wine,1276,Red Wine,FALSE,FALSE,2,9.77,1,FALSE,,,,,,,,,,,california red - toasted head untamed,,9.77,,22,Wine,1005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other Blend,,USA Wine,1052,3.9,,TRUE,19.49,,,2019-04-01T00:00:00.000-07:00,,"A blend of Zinfandel, Syrah, Merlot, Petite Sirah, Barbera, Grenache and Petite Verdot in just the right proportions, this wine is a bold and full-bodied style, full of juicy, ripe fruit with a finish that goes on for days. Enjoy with burgers, tacos, pasta, pizza, sausages, soups or stews. 
",2019-04-01T00:00:00.000-07:00,On Sale,,2019-04-27T00:00:00.000-07:00,170951,TRUE,,http://www.bcliquorstores.com/files/170951.jpeg,2146,4/4/2019 18:10,Other,1,8.39146E+11,FALSE,0.75,CALIFORNIA RED - TRIBUNAL,,USA,FALSE,California,2,2,RED,OTHER BLEND,19.49,FALSE,160, TRIBUNAL,13.5,,FALSE,On Sale,,SR,,CALIFORNIA RED ,US,,USA Red Wine,1276,Red Wine,FALSE,FALSE,0,17.49,0,FALSE,,,,,,,,,,,california red - tribunal,,17.49,2019-04-27T00:00:00.000-07:00,173,Wine,1005,8.39146E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other Blend,,USA Wine,1052,4.3,,TRUE,15.99,,,2019-04-01T00:00:00.000-07:00,,"The Independent Red is crafted from Cabernet Sauvignon for good structure, Merlot for supple fruit notes and Zinfandel for hints of berry spice. The final result is an elegant harmony of chocolate and dark cherry aromas, complemented by silky tannins and a rich, smooth finish. 
",2019-04-01T00:00:00.000-07:00,On Sale,,2019-04-27T00:00:00.000-07:00,35790,TRUE,,http://www.bcliquorstores.com/files/35790.jpeg,2547,4/4/2019 18:10,Other,1,8.57972E+11,FALSE,0.75,CALIFORNIA RED - UNITED REPUBLIC,,USA,FALSE,California,2,2,RED,OTHER BLEND,15.99,FALSE,176, UNITED REPUBLIC,14.1,,FALSE,On Sale,,SR,,CALIFORNIA RED ,US,,USA Red Wine,1276,Red Wine,FALSE,FALSE,0,14.99,0,FALSE,,,,,,,,,,,california red - united republic,,14.99,2019-04-27T00:00:00.000-07:00,437,Wine,1005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other Blend,,USA Wine,1052,4.3,BCL Select,TRUE,19.99,,,2019-04-01T00:00:00.000-07:00,,"This freestyle red blend rocks its own style without pretension. Aromas of ripe blueberries, subtle campfire smoke, and that blackberry patch down the road put summer vacation in your glass. Intense plum, blackberry pie, and toasty spice mingle on the palate, with moderate tannins providing structure through the finish.
",2019-04-01T00:00:00.000-07:00,BCL Select,BCL Select,2019-04-27T00:00:00.000-07:00,618504,TRUE,BCL Select,http://www.bcliquorstores.com/files/618504.jpeg,8113,4/4/2019 18:10,Napa,1,94922157867,FALSE,0.75,CALIFORNIA RED- CA MOMI ROSSO 2014,,USA,FALSE,California,2,2,RED,OTHER BLEND,19.99,FALSE,192, CA MOMI ROSSO 2014,13.5,,TRUE,BCL Select,BCL Select,C,,CALIFORNIA RED,US,,USA Red Wine,1276,Red Wine,FALSE,FALSE,0,17.49,0,FALSE,/promotion/2019-apr-bcl-select,BCL Select,2019APRBCLSELECT,TRUE,BCL Select,/promotion/2019-apr-bcl-select,BCL Select,2019APRBCLSELECT,TRUE,BCL Select,california red- ca momi rosso 2014,,17.49,2019-04-27T00:00:00.000-07:00,231,Wine,1005,,,,,,,,,,,,,,,,,,On Sale,On Sale,,,,,,,,,,,
,,USA Wine,1052,4.4,,TRUE,18.99,,,2019-04-01T00:00:00.000-07:00,,"Adorada wines are crafted from premium California grapes in a sumptuously aromatic style, reminiscent of an ambrosial fragrance. Each bottle is finished with a luxurious draping of wax, creating a sleek aesthetic akin to classic perfume bottles. This rosé opens with spice and ginger on the nose, balanced by fragrant aromas of red fruit and antique red rose. The palate is succulent and lightly sweet, with juicy watermelon and honeycomb flavors, framed by a zesty hint of white pepper. 
",2019-04-01T00:00:00.000-07:00,On Sale,,2019-04-27T00:00:00.000-07:00,233302,TRUE,,http://www.bcliquorstores.com/files/233302.jpeg,997,4/4/2019 18:10,Other,1,82896002191,FALSE,0.75,CALIFORNIA ROSE - ADORADA 2017,,USA,FALSE,California,2,2,ROSE,NOT APPLICABLE,18.99,FALSE,73, ADORADA 2017,12,,FALSE,On Sale,,SH,,CALIFORNIA ROSE ,US,,USA Rose Wine,1277,Rose Wine,FALSE,FALSE,0,17.99,1,FALSE,,,,,,,,,,,california rose - adorada 2017,,17.99,2019-04-27T00:00:00.000-07:00,31,Wine,1005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
