name,summary,sku,url,country,region,style,grape,rating,tasting_notes,food_pairings,price
Ochagavia  Espuela White Blend 750 mL,"A fantastic entertaining wine and great value this white blend from Chile is exclusive to Everything Wine and a real customer and staff favourite. With its intense aromas dominated by tropical fruit and floral essence, and in the mouth citric and fruity notes it pairs with a variety of foods, or can simply be enjoyed chilled on its own. For summer, we suggest pairing it with a light and fresh shrimp salad!",773036,https://www.everythingwine.ca/ochagavia-espuela-white-blend-750ml,Chile,Central Valley,White,White Blend,60%,"Espuela White Wine has a pale green yellow appearance. Intense aromas dominated by tropical fruit and floral essence, and in the mouth citric and fruity notes, sweet on the finish with a balanced acidity.","This fruity and sweet white blend pairs well with salads, fish and seafood or is ideal as an aperitif.",$11.99 
Screw it! Wines Sauvignon Blanc 750 mL,Screw it! Sauvignon Blanc 750 mL,863639,https://www.everythingwine.ca/screw-it-sauvignon-blanc-750-ml,Canada,Canada,White,Sauvignon Blanc,60%,,,$9.98 
La Chamiza Polo Amateur Chardonnay 750 mL,La Chamiza Polo Amateur Chardonnay 750 mL,16725,https://www.everythingwine.ca/la-chamiza-polo-amateur-chardonnay-750-ml,Argentina,Mendoza,White,Chardonnay,,Ageing: 4 months in stainless steel tanks.  Attractive yellow with some reflections of olive green. Aroma: Delicate combination of pineapple with citrus touch. Mouth: Young and fruity with fresh and persistent finish.,,$11.98 
Leaping Horse  Chardonnay 750 mL,Ironstone Leaping Horse Chardonnay 750ml,262683,https://www.everythingwine.ca/ironstone-leaping-horse-chardonnay-750ml,USA,California,White,Chardonnay,,"Medium bodied with a delightful pale yellow hue, the Leaping Horse Vineyards Chardonnay is bright and crisp from start to finish. It has citrus highlights to green apples, pears and tropical fruit aromas and flavors. The finish hints to a bit of lemon zest and a tight minerality that is enjoyable and refreshing.","This wine is excellent with vegetarian pastas, herb roasted chicken, grilled salmon, barbecued scallops or a seafood pasta in cream sauce. Also, wonderful on its own.",$18.98 
Calera Central Coast Chardonnay  750 mL,Calera Central Coast Chardonnay 750ml,269399,https://www.everythingwine.ca/calera-central-coast-chardonnay-750ml,USA,California - Central Coast,White,Chardonnay,,,,$39.98 
Fontanafredda  Gavi 750ml,Fontanafredda Gavi 750ml,224709,https://www.everythingwine.ca/fontanafredda-gavi-750ml,Italy,Piedmont,White,Other,,"This is a white wine with personality, which resolutely defends its characteristics against the perils of time, allowing it to maintain the highest quality for several seasons. Straw-yellow with greenish highlights, it has an ample nose, with an intense bouquet featuring flowers, vanilla, lemon, lily of the valley and bitter apples. Its nicely dry taste is full, well-balanced and elegant.","Excellent as an aperitif, it is its very best served with starters and fish and shellfish dishes. It's the perfect summer wine, but its gastronomic pairings know no seasonal limits.",$23.98 
Tilimuqui Torrontes 750 mL,"An elegant and aromatic wine with a delicious fresh and fruity citrus flavour, and a crisp lingering finish.",384461,https://www.everythingwine.ca/tilimuqui-torrontes-750ml,Argentina,La rioja,White,Torrontes,100%,"Brimming with enticing green melon and white peach aromas, this unoaked Torrontés was made with hand-picked, organic grapes grown at high altitude. Surprisingly dry, it is an elegant and aromatic wine with a delicious fresh and fruity citrus flavour, and",,$17.98 
Hahn Family Wines Monterey County Chardonnay 750 mL,Hahn Family Wines Monterey County Chardonnay 750 mL,432104,https://www.everythingwine.ca/hahn-winery-chardonnay-750-ml,USA,California - Monterey,White,Chardonnay,80%,"This rounded and supple Chardonnay delights with aromas of pineapple, mango, pear and vanilla that gracefully give way to flavors of green banana, baked apples and toffee. Its ample mouthfeel reveals a delicate acidity beautifully balanced with a lingering note of sweet butter on the creamy finish.",,$28.98 
Bernard Defaix  Chablis 750 mL,Bernard Defaix Chablis 750 mL,422378,https://www.everythingwine.ca/bernard-defaix-chablis-750-ml,France,Chablis,White,Chardonnay,,"Our Chablis are characterised by their freshness, power and tenacity. Their bouquet displays a dominance of mineral notes, which are often associated with delicate touches of citrus fruit (lemon and grapefruit).",This wine is an excellent match for shellfish or white fish.,$35.98 
Miguel Torres Pazo Das Bruxas Albarino 750ml,Miguel Torres Pazo Das Bruxas Albarino 750ml,455709,https://www.everythingwine.ca/miguel-torres-pazo-das-bruxas-albarino-750ml,Spain,Rias Biaxas,White,Albarino,,"Brilliant yellow with a greenish edge. Intensely aromatic with white floral, citrus and white peach notes. Accessible, sweet and hedonistic upon entry. Notable for its clean acidity, which carries through on the midpalate. Long and persistent on the finish.","An excellent aperitif. Good with raw, cooked or grilled seafood. Pairs perfectly with mild, white fish. Its lively palate strikes a perfect balance with soft goat cheeses.",$28.98 
Mas Buscados Macabeo 750ml,Mas Buscados Macabeo 750ml,513531,https://www.everythingwine.ca/mas-buscados-macabeo-750ml,Spain,La Mancha,White,Macabeo,,"Ripe pineapple, lemon and lime on the nose explode on the palate combined with crisp, refreshing acidity and a long mineral finish.",,$16.98 
Pepperwood Grove  Sauvignon Blanc 750 mL,Pepperwood Grove  Sauvignon Blanc 750ml,514943,https://www.everythingwine.ca/pepperwood-grove-sauvignon-blanc-750ml,USA,California,White,Sauvignon Blanc,,,,$13.98 
Casa Lapostolle  Cuvee Alexandre Chardonnay 750 mL,Casa Lapostolle  Chardonnay Cuvee Alexandre 750 mL,502781,https://www.everythingwine.ca/casa-lapostolle-chardonnay-cuvee-alexandre-750-ml,Chile,Casablanca Valley,White,Chardonnay,,,,$33.98 
Cameron Hughes  Lot 475 Arroyo Seco Chardonnay 750 mL,Cameron Hughes  Lot 475 Arroyo Seco Chardonnay 750 mL,529057,https://www.everythingwine.ca/cameron-hughes-lot-475-arroyo-seco-chardonnay-750-ml,USA,California - Arroyo Seco,White,Chardonnay,,"Lot 475 has a ripe nose of honey drenched mango, coconut oil, and vanilla with a kiss of jasmine. The nose leads into a supple mouthful of rich tropical fruit and butterscotch. Pitch perfect fruit and and balanced acidity. Scrumptious. multi-dimensional, with wonderfully high-toned freshness and tropical fruit resolving in a lush, buttery finish.",,$31.98 
Vina Vedra Albarino 750ml,Vina Vedra Albarino 750ml,555805,https://www.everythingwine.ca/vina-vedra-albarino-750ml,Spain,Rias Biaxas,White,Albarino,,Light and crisp wine with notes of apple and some herbal notes with wonderful acidity to cleanse the palate.,"Pair with seafood, light chicken dishes, salads, Asian pears and other bright fruits, or great on its own.",$20.98 
Max Ferdinand Richter Graacher Himmelreich Riesling Kabinett 750ml,Max Ferdinand Richter Graacher Himmelreich Riesling Kabinett 750ml,566828,https://www.everythingwine.ca/max-ferdinand-richter-graacher-himmelreich-riesling-kabinett-750ml,Germany,Mosel,White,Riesling,,,,$40.98 
Tinazzi Ca'De Rocchi Ista Pinot Bianco/Pinot Grigio 750 ml,Tinazzi Ca'De Rocchi Ista Pinot Bianco/Pinot Grigio 750 ml,570051,https://www.everythingwine.ca/tinazzi-ca-de-rocchi-ista-pinot-bianco-pinot-grigio-750-ml,Italy,Veneto,White,White Blend,,,,$14.98 
Johnny Q Semillon Sauvignon Blanc 750ml,Johnny Q Semillon Sauvignon Blanc 750ml,521062,https://www.everythingwine.ca/johnny-q-semillon-sauvignon-blanc-750ml,Australia,South Eastern Australia,White,White Blend,,"Clean, fragrant, grassy aromas with intense array of tropical fruits complimented by an equally clean, fresh zesty palate that shows flavours of lemon, mandarin and gooseberry.","Pair with seafood, Thai and Vietnamese dishes.",$16.98 
Cono Sur Sauvignon Blanc 750 mL,Cono Sur Bicicleta Sauvignon Blanc 750ml,593400,https://www.everythingwine.ca/cono-sur-sauvignon-blanc-750ml,Chile,Central Valley,White,Sauvignon Blanc,,"Elegant, expressive and dressed in a green-yellow coloring, this Sauvignon Blanc impresses with its citrus notes of grapefruit and green apple, which mingle in with herbal hints. In mouth, its freshness and balance stand out in particular, along with its citric notes and pleasant mineral ending.","Excellent with seafood, salads, chicken, cheese and vegetarian dishes.",$12.98 
Riverlore  Marlborough Sauvignon Blanc 750 mL,Riverlore  Sauvignon Blanc Marlborough 750 ml,692863,https://www.everythingwine.ca/riverlore-sauvignon-blanc-marlborough-750-ml,New Zealand,Marlborough,White,Sauvignon Blanc,,"A crisp and lively wine showing aromas of tropical fruits, hints of passionfruit and citrus. With a silky rounded palate that shows amazing balance between minerality and acidity.","Most fish dishes especially sashimi, mussels, lobster, as well as more simple green leaf salads or add goat’s cheese to create the perfect match.",$17.98 
Giusti Longheri Pinot Grigio 750ml,Giusti Longheri Pinot Grigio 750ml,743104,https://www.everythingwine.ca/giusti-longheri-pinot-grigio-750ml,Italy,Veneto,White,Pinot Grigio,,"Straw yellow with bright reflections. The nose is intense, fruity, with notes of pear and banana. Longheri Pinot Grigio is fresh with good structure, and persistently flavoursome on the palate.","Excellent both as an aperitif and throughout the meal. Perfect with low-fat starters, soups, and risottos made with greens. Longheri Pinot Grigio also shines with all varieties of fish and seafood, from grilled to boiled to steamed.",$22.98 
LangeTwins Winery Chardonnay 750 mL,Lange Twins Winery Chardonnay 750 mL,695809,https://www.everythingwine.ca/lange-twins-winery-chardonnay-750-ml,USA,California,White,Chardonnay,,"A fresh and fruity Chardonnay mellowed by an integrated richness from sur-lie aging. Bright tropical aromas are joined by vanilla aromatics that follow through to the palate. With a balance between the fruit notes and fresh creamery butter, it is a pleasing style with both richness and freshness.","Enjoy with cheese such as Asiago, red meats such as braised pork, Halibut  in a cream based sauce or some vanilla dessert.",$29.98 
Weingut Robert Weil Riesling Spatlese Rheingau 750 mL,Weingut Robert Weil Riesling Spatlese Rheingau 750 mL,747188,https://www.everythingwine.ca/weingut-robert-weil-riesling-spatlese-rheingau-750-ml,Germany,Rheingau,White,Riesling,,,,$63.99 
Penfolds  Yattarna  Chardonnay 750mL,Penfolds  Yattarna  Chardonnay 750mL,717512,https://www.everythingwine.ca/penfolds-yattarna-chardonnay-750ml,Australia,South Australia,White,Chardonnay,,"An elegant white gold colour with a hue of green. Complex aromas of lemon, citrus, cashew, cinnamon spice and spring flowers await patiently, ready to unfurl more naturally with time in a bottle, or pehaps to be coaxed with a decant.  Peach, fig and cream",,$119.99 
Santa Ema  Select Terroir Sauvignon Blanc 750 mL,Santa Ema  Select Terroir Sauvignon Blanc 750 mL,681296,https://www.everythingwine.ca/santa-ema-select-terroir-sauvignon-blanc-750-ml,Chile,Maipo Valley,White,Sauvignon Blanc,,"With a bright straw-colored yellow and perfumed aromas of citric fruits and ripe pears. In the mouth it is a fresh wine, with balanced acidity and a delicious finish marked by fruity notes.","It is ideal to go with mild fish, seafood, ceviche and fresh cheeses.",$14.98 
Carmim  White Blend 750ml,Carmim  White Blend 750ml,778472,https://www.everythingwine.ca/carmim-white-blend-750ml,Portugal,Reguengos,White,White Blend,,,,$15.49 
Cline Family Cellars Chardonnay 750ml,Cline Family Cellars Chardonnay 750ml,78543,https://www.everythingwine.ca/cline-family-cellars-chardonnay-750ml,USA,California - Sonoma,White,Chardonnay,,,,$26.98 
What Cha Ma Call It Chardonnay 750 mL,What Cha Ma Call It Chardonnay 750 ml,787580,https://www.everythingwine.ca/what-cha-ma-call-it-chardonnay-750-ml,USA,California,White,Chardonnay,,"This wine takes the guess-work out of choosing a delicious, easy-drinking, crowd-pleasing, inexpensive white wine. Think caramel, green apples and a smooth, buttery soft finish.","Pair with grilled seafood, poultry, pork or soft cheeses.",$17.98 
Bisquertt Petirrojo Reserva Sauvignon Blanc 750 mL,Bisquertt Petirrojo Reserva Sauvignon Blanc 750 mL,890418,https://www.everythingwine.ca/bisquertt-petirrojo-reserva-sauvignon-blanc-750-ml,Chile,Colchagua Valley,White,Sauvignon Blanc,,,,$13.98 
Ferraton Pere Et Fils Saint Joseph Blanc 750 mL,Ferraton Pere Et Fils Saint Joseph Blanc 750 mL,870030,https://www.everythingwine.ca/ferraton-pere-et-fils-saint-joseph-blanc-750-ml,France,Rhone - Saint Joseph,White,White Blend,,"Pale yellow with green tints, on the nose are mineral aromas with a gunflint note (characteristic of granite). The palate is round on the attack and the minerality comes through. Floral and honeyed finish.",,$41.99 
Confini Pinot Grigio 750 mL,Confini Pinot Grigio 750 mL,88633,https://www.everythingwine.ca/confini-pinot-grigio-750-ml,Italy,Veneto,White,Pinot Grigio,,,,$15.98 
Errazuriz Aconcagua Costa Chardonnay 750 mL,"Lively aromas of lemon zest and lime blossom with hints of crisp pear and white flowers. The palate has a distinct minerality, vibrant acidity and a lingering finish.",407189,https://www.everythingwine.ca/errazuriz-aconcagua-costa-chardonnay-750-ml,Chile,Aconcagua Valley,White,Chardonnay,,"With a light-greenish yellow colour, the Chardonnay has a fresh, expressive nose with tropical fruit aromas fused with mineral notes and a subtle note of toast and brioche from the barrel aging, which greatly enhances complexity. On the palate, a zingy acidity balances out its lush creamy texture.","Chicken PairingFishvegetables                                                Enjoy with seared scallops, lemon risotto, baked salmon or roasted chicken.",$34.99 
Tolten by Carmen Sauvignon Blanc 750 mL,"A light and refreshing Sauvignon Blanc from Chiles first and oldest winery. This wine boasts hints of tropical fruit, apples, gooseberries and honey. It has well-balanced acidity, a pleasant aftertaste and mineral nuances.",544874,https://www.everythingwine.ca/tolten-by-carmen-sauvignon-blanc-750-ml,Chile,Central Valley,White,Sauvignon Blanc,80%,Attractive greenish-yellow in color with citrus aromas combined with floral notes. The palate is fresh with a mineral sensation,Try it with grilled fish or seafood tacos with a cilantro cream sauce and mild salsa,$12.99 
Marlborough Exotica Sauvignon Blanc 750 mL,"A light New Zealand Sauvignon Blanc with all the characters you've grown to love. Typical lime zest, passionfruit & herbaceous characters. A perfect food pairing that can be enjoyed with seafood and pasta dishes.",851295,https://www.everythingwine.ca/exotica-sauvignon-blanc-750-ml,New Zealand,Marlborough,White,Sauvignon Blanc,,"A light New Zealand Sauvignon Blanc with all the characters you've grown to love. Typical lime zest, passionfruit and herbaceous characters. Bit of gooseberry fruitiness and a balanced zesty, crisp finish. The finish is alive and clean as all good Marlborough Sauvignon Blancs should be!","Chicken Pairingvegetables                                                The 'zing' of Sauvignon Blanc is a delightful complement to the fresh flavours of seafood, shellfish and white fish, and enhances citrus or garlic based sauces. Pair this customer favourite with light pastas, fresh fruit, savoury vegetarian cuisine, local free range chicken or turkey. Also accompanies deliciously with mild creamy cheeses.",$18.99 
